"mlbid","name","position","full_name","nickname","dob"
439831,"Chad Kearney","RF","Chad E Kearney ",NA,"5/24/1976 "
439832,"Victor Moreno","P","Victor Moreno ",NA,"9/7/1975 in Santo Domingo, Dominican Republic "
439833,"Blaine Mull","P","Blaine E Mull ",NA,"8/14/1976 "
439834,"Sammy Rodriguez","C","Samuel . Rodriguez ",NA,"8/20/1975 "
439835,"Todd Thorn","P","Todd A Thorn ",NA,"11/4/1976 "
439836,"Bobby St Pierre","P","Robert R St Pierre ",NA,"4/11/1974 "
439837,"Brian Barnett","SS","Brian J Barnett ",NA,"5/15/1976 "
439838,"Thomas Nielsen","P","Thomas E Nielsen ",NA,"7/28/1976 "
439839,"Andrew Barrett","SS","Andrew N Barrett ",NA,"7/12/1979 "
439840,"William Brown","CF","William J Brown ",NA,"3/9/1976 "
439841,"Woody Heath","P","Woody C Heath ",NA,"8/19/1976 "
439842,"Timothy Lacefield","P","Timothy R Lacefield ",NA,"9/8/1975 "
439843,"Matthew Weimer","P","Matthew P Weimer ",NA,"11/21/1974 "
439844,"Scott Barrett","P","Anthony S Barrett ",NA,"3/26/1975 "
439845,"Bradford Gorrie","SS","Bradford J Gorrie ",NA,"1/25/1975 "
439846,"Toby Sanchez","1B","Toby B Sanchez ",NA,"7/27/1975 "
439847,"Daniel Timm","P","Daniel F Timm ",NA,"4/2/1976 "
439848,"Finley Woodward","P","Finley B Woodward ",NA,"8/15/1975 "
439849,"Fernando Rios","CF","Fernando Rios ",NA,"12/15/1978 in Culiacan, Sinaloa, Mexico "
439850,"Robert Macrory","2B","Robert P Macrory ",NA,"2/18/1975 "
439851,"Tim Davis","OF","Tim M Davis ",NA,"1/16/1978 "
439852,"Mike Huffaker","P","Michael B Huffaker ",NA,"8/10/1975 "
439853,"Craig Hopson","P","Craig D Hopson ",NA,"2/20/1979 "
439854,"Derek Gooden","P","Derek T Gooden ",NA,"6/26/1975 "
439855,"Brady Gick","C","Brady C Gick ",NA,"7/16/1973 "
439856,"Carl Gooden","OF","Carl E Gooden ",NA,"11/25/1978 "
439857,"Joseph Mason","P","Joseph C Mason ",NA,"11/26/1974 "
439858,"Richard Bell","P","Richard Bell ",NA,"5/24/1973 "
439859,"Marc Mirizzi","SS","Marc A Mirizzi ",NA,"6/17/1975 "
439860,"Barrett Wright","P","Barrett J Wright ",NA,"1/5/1979 "
439861,"Carlos Figueroa","P","Carlos C Figueroa ",NA,"10/5/1978 "
439862,"Dion Washington","OF","Dion D Washington ",NA,"12/21/1976 "
439863,"Jorge Deleon","2B","Jorge L Deleon ",NA,"9/26/1974 "
439864,"Joseph Thomas","P","Joseph F Thomas ",NA,"1/25/1975 "
439865,"Brian Partenheimer","P","Brian J Partenheimer ",NA,"4/13/1975 "
439866,"Alex Melconian","C","Alex P Melconian ",NA,"3/18/1975 "
439867,"Matt Schnabel","OF","Matthew T Schnabel ",NA,"8/29/1974 "
439868,"Nathanael Stevens","SS","Nathanael J Stevens ",NA,"9/18/1978 "
439869,"Robert Garvin","P","James R Garvin ",NA,"3/14/1979 "
439870,"Cory Lima","P","Cory M Lima ",NA,"3/16/1975 "
439871,"Brian Fitts","P","Brian O Fitts ",NA,"7/25/1976 "
439872,"Joshua Gandy","P","Joshua G Gandy ",NA,"10/12/1975 "
439873,"Aaron Jaworowski","1B","Aaron D Jaworowski ",NA,"8/7/1975 "
439874,"Jonathan Schaeffer","C","Jonathan E Schaeffer ",NA,"1/20/1976 "
439875,"Billy Diaz","P","Billy Diaz ",NA,"11/25/1979 "
439876,"John Hernandez","C","John L Hernandez ",NA,"9/1/1979 "
439877,"Joseph Cathey","SS","Joseph Cathey ",NA,"3/2/1976 "
439878,"Patrick Cutshall","SS","Patrick Cutshall ",NA,"10/29/1974 "
439879,"Ryan Dunn","RF","Ryan P Dunn ",NA,"7/4/1976 "
439880,"Brian Hecht","P","Brian R Hecht ",NA,"7/28/1975 "
439881,"Joey Messman","P","Joseph J Messman ",NA,"7/29/1975 "
439882,"Peter Sullivan","P","Peter Y Sullivan ",NA,"9/10/1974 "
439883,"Matthew Purkiss","3B","Matthew Purkiss ",NA,"7/15/1975 "
439884,"Matthew Gunderson","P","Matthew R Gunderson ",NA,"4/29/1977 "
439885,"Joseph Baldassano","P","Joseph M Baldassano ",NA,"11/15/1979 "
439886,"Michael Meseberg","OF","Michael L Meseberg ",NA,"3/28/1979 "
439888,"German Melendez","P","German A Melendez ",NA,"9/13/1980 in Guacara, Venezuela "
439889,"Brian Fields","P","Brian R Fields ",NA,"8/21/1974 "
439890,"Ricardo Rodriguez","P","Ricardo Ferman Rodriguez ",NA,"4/28/1981 in Caracas, Venezuela "
439891,"Phil Lowery","P","Phillip E Lowery ",NA,"4/7/1977 "
439892,"Neomar Flores","P","Neomar E Flores ",NA,"3/12/1982 "
439893,"Timothy Nelson","3B","Timothy L Nelson ",NA,"5/10/1978 "
439894,"Scott Friedholm","C","Scott A Friedholm ",NA,"3/14/1975 in Norwood, MA "
439895,"Eric Sandberg","P","Eric A Sandberg ",NA,"8/15/1979 "
439896,"Torre Tyson","2B","Torre R Tyson ",NA,"12/31/1975 in St. Louis, MO "
439897,"Emmanuel Santana","C","Emmanuel A Santana ",NA,"8/4/1980 in San Juan, Puerto Rico "
439898,"Michael Wilson","P","Michael J Wilson ",NA,"6/12/1980 "
439899,"Richard Elder","1B","Richard J Elder ",NA,"2/24/1980 "
439901,"James Hood","SS","James M Hood ",NA,"3/8/1977 "
439902,"Scott Pratt","SS","Scott Gordon Pratt ",NA,"2/4/1977 in Salt Lake City, UT "
439903,"Brian Heintzelman","C","Brian Heintzelman ",NA,"8/15/1975 "
439904,"Wilfredo Quintana","OF","Wilfredo Quintana ",NA,"6/22/1978 in Loiza, Puerto Rico "
439905,"Caleb Balbuena","P","Caleb Francis Balbuena ",NA,"3/23/1977 in Santa Cruz, CA "
439906,"Craig Selander","OF","Craig A Selander ",NA,"8/31/1976 "
439907,"Richard Gregory","OF","Richard C Gregory ",NA,"7/10/1975 "
439909,"Javier Guzman","OF","Javier A Guzman ",NA,"11/9/1979 "
439910,"David Hawk","P","David M Hawk ",NA,"6/20/1979 "
439911,"Kevin Gordon","P","Kevin R Gordon ",NA,"9/16/1976 "
439912,"Jose Negron","P","Jose A Negron ",NA,"5/2/1978 "
439913,"Jose Rodriguez","P","Jose Alberto Rodriguez ",NA,"1/15/1982 in Carora Lara, Venezuela "
439914,"Jeremy Reed","C","Jeremy R Reed ",NA,"9/26/1980 "
439915,"Vincent Whitby","C","Vincent C Whitby ",NA,"1/27/1976 "
439916,"Craig Sudbury","P","Craig L Sudbury ",NA,"5/18/1968 "
439917,"Tim Casper","IF","Timothy D Casper ",NA,"12/8/1968 "
439918,"Kevin Bellomo","OF","Kevin J Bellomo ",NA,"5/21/1969 "
439919,"Ron Foster","IF","Ronald D Foster ",NA,"2/6/1970 "
439920,"Brian Bright","OF","Brian S Bright ",NA,"1/6/1970 "
439921,"Tony Ferreira","2B","Antonio M Ferreira ",NA,"11/3/1969 "
439923,"Essex Burton","2B","Essex L Burton ",NA,"5/16/1969 "
439924,"Dean Haase","C","Dean A Haase ",NA,"11/7/1969 "
439925,"Glenn Disarcina","SS","Glenn D Disarcina ",NA,"4/29/1970 "
439926,"David Martorana","SS","David M Martorana ",NA,"1/1/1969 "
439927,"Harold Henry","OF","Harold H Henry ",NA,"8/31/1969 "
439928,"Marc Kubicki","P","Marc W Kubicki ",NA,"1/10/1969 "
439929,"Duane Thielen","OF","Duane J Thielen ",NA,"8/5/1971 "
439930,"Adam Benschoter","OF","Adam T Benschoter ",NA,"8/10/1969 "
439931,"Darren Wittcke","P","Darren J Wittcke ",NA,"10/30/1969 "
439932,"Alvaro Benavides","P","Alvaro A Benavides ",NA,"1/1/1968 "
439933,"Ken Feist","OF","Kenneth E Feist ",NA,"7/31/1969 "
439934,"Jeffrey Martin","P","Jeffrey C Martin ",NA,"3/28/1973 "
439935,"Donald Montgomery","C","Donald D Montgomery ",NA,"8/27/1969 "
439936,"Timothy Luther","P","Timothy E Luther ",NA,"10/6/1969 "
439937,"Jarod Juelsgaard","P","Jarod D Juelsgaard ",NA,"6/27/1968 "
439938,"Robert Henkel","P","Robert H Henkel ",NA,"11/23/1970 "
439939,"Roynal Coleman","OF","Roynal L Coleman ",NA,"4/11/1972 "
439940,"Mike Zollars","SS","Michael L Zollars ",NA,"2/17/1971 "
439941,"David Chisum","OF","David L Chisum ",NA,"8/29/1970 "
439942,"Oscar Resendez","P","Oscar N Resendez ",NA,"9/1/1971 "
439943,"Shawn Kennedy","P","Shawn C Kennedy ",NA,"11/2/1972 "
439944,"Brian Thompson","OF","Brian K Thompson ",NA,"12/14/1970 "
439945,"Mark Carper","P","Mark R Carper ",NA,"9/29/1968 "
439946,"Matthew Howard","P","Matthew P Howard ",NA,"1/24/1969 "
439947,"Frank Sample","P","Frank A Sample ",NA,"6/13/1970 "
439948,"Michael Reeves","OF","Michael L Reeves ",NA,"11/25/1969 "
439949,"Michael Tidwell","P","Michael S Tidwell ",NA,"7/3/1970 "
439950,"Ken Arnold","SS","Kenneth E Arnold ",NA,"5/10/1969 "
439951,"Maceo Houston","OF","Maceo R Houston ",NA,"8/6/1972 "
439952,"Joe Terilli","OF","Joseph P Terilli ",NA,"3/1/1969 "
439953,"Brian Kenny","P","Brian R Kenny ",NA,"4/8/1969 "
439954,"Rudolph Gomez","SS","Rudolph A Gomez ",NA,"6/8/1969 "
439955,"Jamie Conner","OF","Jamie L Conner ",NA,"6/13/1973 "
439956,"Deshon Brown","OF","Deshon T Brown ",NA,"3/24/1970 "
439957,"Wayne Eggleston","2B","Deleanore W Eggleston ",NA,"8/6/1969 "
439958,"Brent Evans","P","Brent F Evans ",NA,"7/18/1969 "
439959,"Earl Hieb","C","Earl D Hieb ",NA,"1/25/1971 "
439960,"Christopher Kelley","P","Christopher M Kelley ",NA,"9/14/1970 "
439961,"Jack Kimel","P","Jack G Kimel ",NA,"12/24/1969 "
439963,"Ramiro Martinez","P","Ramiro Martinez ",NA,"1/28/1972 "
439964,"Daniel Mascia","P","Daniel R Mascia ",NA,"11/17/1970 "
439965,"Christopher Newcomb","P","Christopher N Newcomb ",NA,"1/6/1971 "
439966,"Terry Rosenkranz","P","Terry J Rosenkranz ",NA,"11/5/1970 "
439967,"Scot Sealy","C","Scot E Sealy ",NA,"2/10/1971 "
439968,"Rodney Seip","P","Rodney L Seip ",NA,"3/12/1974 "
439969,"Wesley Shook","C","Wesley E Shook ",NA,"1/24/1970 "
439970,"John Tomasello","LF","John P Tomasello ",NA,"2/24/1970 "
439971,"Michael Welch","OF","Michael D Welch ",NA,"1/13/1970 "
439972,"Ray Williams","2B","Ray E Williams ",NA,"1/26/1974 "
439973,"Britton Scheibe","OF","Paul B Scheibe ",NA,"1/4/1972 "
439974,"Mark Fuller","P","William M Fuller ",NA,"8/5/1970 "
439975,"Jeffrey Nagy","OF","Jeffrey H Nagy ",NA,"8/1/1970 "
439976,"Scot Hollrah","SS","Scot Hollrah ",NA,"8/21/1970 "
439977,"George Behr","1B","George Francis Behr ",NA,"12/8/1969 in St. Paul, MN "
439978,"William Blanchette","P","William G Blanchette ",NA,"9/1/1970 "
439979,"Rico Gholston","1B","Rico L Gholston ",NA,"1/4/1970 "
439980,"Lamarr Rogers","2B","Lamarr D Rogers ",NA,"6/24/1971 "
439981,"Isaac Barnes","P","Isaac K Barnes ",NA,"8/9/1974 "
439982,"Craig Anderson","P","Michael C Anderson ",NA,"8/15/1971 "
439983,"Christopher Burr","1B","Christopher M Burr ",NA,"5/27/1970 "
439984,"Cory Pearson","CF","Cory L Pearson ",NA,"7/30/1974 "
439985,"Kirk Larson","SS","Kirk W Larson ",NA,"9/21/1972 "
439986,"Michael McLain","P","Michael G McLain ",NA,"3/18/1970 "
439987,"Jorge Vazquez","P","Jorge I Vazquez ",NA,"11/20/1973 "
439988,"Christopher King","1B","Christopher C King ",NA,"6/15/1970 "
439989,"Andy Martin","1B","Andrew C Martin ",NA,"11/22/1970 "
439990,"Keivi Baker","C","Keivi L Baker ",NA,"1/10/1974 "
439991,"Adam Burton","2B","Adam C Burton ",NA,"3/17/1972 "
439992,"Andres Levias","CF","Andres D Levias ",NA,"10/1/1973 "
439993,"Carlos Chavez","P","Carlos Chavez ",NA,"8/25/1972 in Cd. Juarez, Mexico "
439994,"Greg Jackson","P","Greg Jackson ",NA,"3/3/1970 "
439995,"Keith Eaddy","OF","William K Eaddy ",NA,"11/23/1970 "
439996,"George Freeberger","C","George W Freeberger ",NA,"3/25/1974 "
439997,"Angel Pagan","SS","Angel A Pagan ",NA,"4/23/1974 "
439998,"Tobias Price","P","Tobias A Price ",NA,"8/11/1974 "
439999,"John Hemmerly","P","John R Hemmerly ",NA,"6/7/1967 "
440000,"Harry Henderson","1B","Harry Henderson ",NA,"9/12/1967 "
440001,"Johnny Howard","LF","Johnny Al Howard ",NA,"9/12/1967 in Los Angeles, CA "
440002,"Avery Johnson","SS","Avery Johnson ",NA,"1/10/1967 "
440003,"Erik Martinez","SS","Erik Martinez ",NA,"12/11/1971 "
440004,"Brian Majeski","CF","Brian A Majeski ",NA,"1/10/1973 "
440005,"Jake Remington","P","Jake M Remington ",NA,"8/26/1975 "
440006,"Joshua Davis","C","Joshua A Davis ",NA,"6/13/1976 "
440007,"Matthew McDonald","P","Matthew S McDonald ",NA,"6/10/1974 "
440008,"Michael Rios","P","Michael Rios ",NA,"11/26/1971 "
440009,"Anthony Martins","2B","Anthony E Martins ",NA,"11/19/1972 "
440010,"Christopher Cochrane","P","Christopher M Cochrane ",NA,"12/21/1972 "
440011,"Jon Morris","C","Jon R Morris ",NA,"10/25/1971 "
440012,"Michael Stamison","IF","Michael P Stamison ",NA,"4/11/1972 "
440013,"Rod Jackson","2B","Roderick D Jackson ",NA,"2/24/1975 "
440014,"Raymond Brown","1B","Raymond L Brown ",NA,"7/30/1972 "
440015,"Jim Betzsold","OF","James E Betzsold ",NA,"8/7/1972 "
440016,"Chip Glass","OF","Chip Glass ",NA,"6/24/1971 "
440017,"David Upchurch","P","David W Upchurch ",NA,"3/15/1972 "
440018,"Shannon Coulter","SS","Shannon E Coulter ",NA,"10/18/1972 "
440019,"Jeff Siler","P","Jeffrey J Siler ",NA,"10/1/1970 "
440020,"Eric Mooney","P","Eric M Mooney ",NA,"3/20/1972 "
440021,"David Kauflin","P","David G Kauflin ",NA,"5/20/1976 "
440022,"Scott Pinoni","1B","Scott A Pinoni ",NA,"3/28/1973 "
440023,"Adam Bryant","P","Adam J Bryant ",NA,"12/27/1971 "
440024,"Garrett Butler","CF","Garrett Butler ",NA,"5/20/1976 "
440025,"Shane Dennis","P","Shane L Dennis ",NA,"7/3/1971 "
440026,"Jose Velazquez","IF","Jose O Velazquez ",NA,"8/24/1975 in Guayama, Puerto Rico "
440027,"Felix Mejia","P","Felix O Mejia ",NA,"3/12/1976 "
440028,"Damon Callahan","P","Damon R Callahan ",NA,"12/10/1975 "
440029,"Bubba Dixon","P","Gary Wayne Dixon ",NA,"1/7/1972 in Mobile, AL "
440030,"Derek Dukart","3B","Derek N Dukart ",NA,"8/17/1971 "
440031,"Kortney Paul","C","Kortney J Paul ",NA,"1/7/1972 "
440032,"Decomba Conner","OF","Decomba K Conner ",NA,"7/17/1973 "
440033,"Manuel Burciaga","P","Manuel A Burciaga ",NA,"10/5/1973 "
440034,"James Johnson","OF","James A Johnson ",NA,"6/25/1973 "
440035,"Bryan Coyle","P","Bryan W Coyle ",NA,"8/4/1975 "
440036,"Wayne Ennis","1B","Wayne T Ennis ",NA,"6/7/1976 "
440037,"Ryan Beeney","SS","Ryan A Beeney ",NA,"8/22/1972 "
440038,"Michael Hampton","3B","Michael A Hampton ",NA,"1/17/1972 "
440039,"Brian Lott","P","Brian K Lott ",NA,"5/15/1972 "
440040,"Joseph Montelongo","P","Joseph Montelongo ",NA,"9/12/1973 "
440041,"Luis Torres","P","Luis A Torres ",NA,"1/13/1976 "
440042,"Brian Binversie","P","Brian Binversie ",NA,"11/11/1972 "
440043,"Michael Olinde","2B","Michael C Olinde ",NA,"5/26/1972 "
440044,"Jason Troilo","C","Jason Troilo ",NA,"9/7/1972 "
440045,"Angel Espada","2B","Angel H Espada ",NA,"8/15/1975 in Bergen, NJ "
440046,"Jason Kelley","P","Jason S Kelley ",NA,"11/14/1975 "
440047,"Walter Owens","OF","Walter D Owens ",NA,"4/9/1973 "
440048,"Joey Goodwin","C","Joseph Goodwin ",NA,"4/19/1974 "
440049,"Luis Cardona","C","Luis A Cardona ",NA,"9/14/1977 "
440050,"Melvin Dasher","OF","Melvin E Dasher ",NA,"9/9/1976 "
440051,"Robert Moore","P","Robert H Moore ",NA,"3/27/1973 "
440052,"Justin Bowles","OF","Justin Bowles ",NA,"8/20/1973 "
440053,"Joe Espada","SS","Josue Espada ",NA,"8/30/1975 in Santurce, Puerto Rico "
440054,"Angel Melendez","OF","Angel R Melendez ",NA,"10/21/1975 "
440055,"Jay Arnold","P","Jay W Arnold ",NA,"8/2/1976 "
440056,"Bobby Darula","OF","Robert A. Darula ",NA,"10/29/1974 in Greenwich, CT "
440057,"Jon Macalutas","1B","Jonathan D Macalutas ",NA,"1/3/1974 "
440058,"Jose Garcia","P","Jose A Garcia ","A","4/29/1978 in San Gabriel, CA "
440059,"Joshua Garrett","P","Joshua M Garrett ",NA,"1/12/1978 "
440060,"Toby Wilmot","P","Toby J Wilmot ",NA,"4/16/1974 "
440061,"Jay Ahrendt","C","Jay Ahrendt ",NA,"1/23/1974 "
440062,"Nathan Dunn","3B","Nathan C Dunn ",NA,"10/17/1974 "
440063,"Pete Tucci","OF","Peter J Tucci ",NA,"10/8/1975 "
440064,"Josef Thompson","P","Josef M Thompson ",NA,"9/2/1972 "
440065,"Stephen Smith","P","Stephen J Smith ",NA,"6/23/1973 "
440066,"Derek Baker","3B","Derek K Baker ",NA,"10/5/1975 "
440067,"Julian Leyva","P","Julian Leyva ",NA,"2/11/1978 "
440068,"Chris Gorrell","P","Christopher T Gorrell ",NA,"1/27/1976 "
440069,"Matthew Halloran","SS","Matthew D Halloran ",NA,"3/3/1978 "
440070,"Quantaa Jackson","OF","Quantaa Jackson ",NA,"10/19/1977 "
440071,"Nathan Yeskie","P","Nathan R Yeskie ",NA,"8/13/1974 "
440072,"Todd Noel","P","Todd A Noel ",NA,"9/28/1978 "
440075,"Tucker Barr","C","Jonathan T Barr ",NA,"5/26/1975 "
440076,"Macgregor Byers","3B","Macgregor C Byers ",NA,"7/22/1974 "
440077,"Brandon Byrd","IF","Brandon C Byrd ",NA,"5/22/1978 "
440078,"Benjamin Bronson","CF","Benjamin J Bronson ",NA,"9/9/1972 "
440079,"Ryan Brewer","P","Ryan D Brewer ",NA,"10/31/1973 "
440080,"Lawrence Marino","IF","Lawrence J Marino ",NA,"10/11/1974 "
440081,"Jeffrey Taglienti","P","Jeffrey T Taglienti ",NA,"11/13/1975 "
440082,"Kristopher Williams","P","Kristopher S Williams ",NA,"9/28/1976 "
440083,"Eddy Reyes","P","Eduardo S Reyes ",NA,"4/24/1976 "
440084,"William Snellings","P","William R Snellings ",NA,"2/18/1977 "
440085,"David Nix","P","David C Nix ",NA,"10/1/1971 "
440086,"Jerry Koller","P","Jerome R Koller ",NA,"6/30/1972 "
440087,"Jason Kempfer","P","Jason C Kempfer ",NA,"4/17/1972 "
440088,"Doyle Moore","OF","Doyle G Moore ",NA,"5/31/1972 "
440089,"Samuel Rutter","P","Samuel L Rutter ",NA,"8/4/1972 "
440090,"Michael Place","P","Michael J Place ",NA,"8/13/1970 "
440091,"Eric Jaques","P","Eric T Jaques ",NA,"11/3/1966 "
440092,"John Jarvis","C","John W Jarvis ",NA,"2/25/1968 "
440093,"Chris Rios","OF","Chris W Rios ",NA,"8/21/1967 "
440094,"Darren Ritter","P","Darren C Ritter ",NA,"2/20/1968 "
440095,"Jose Rivas","P","Jose O Rivas ",NA,"4/9/1970 "
440096,"Jim Jefferson","P","James A Jefferson ",NA,"8/1/1962 "
440097,"Robert Carpentier","P","Robert P Carpentier ",NA,"7/24/1968 "
440098,"Michael Sciortino","P","Michael J Sciortino ",NA,"7/14/1968 "
440099,"Jeffrey Huber","P","Jeffrey D Huber ",NA,"12/17/1970 "
440100,"Gary Christopherson","IF","Gary R Christopherson ",NA,"8/4/1971 "
440101,"Keith Morrison","P","Keith A Morrison ",NA,"11/22/1969 "
440102,"Mike Thomas","OF","Michael S Thomas ",NA,"12/28/1971 "
440103,"Michael Hardge","2B","Michael M Hardge ",NA,"1/27/1972 "
440104,"Allen Baber","OF","Allen L Baber ",NA,"5/15/1972 "
440105,"Don Robinson","OF","Don Warren Robinson ",NA,"1/16/1972 in Haynesville, LA "
440106,"Jose Velez","OF","Jose J Velez ",NA,"3/6/1973 "
440107,"Kevin O'Connor","OF","Kevin C O'Connor ",NA,"6/8/1969 "
440108,"Lansing Marks","3B","Lansing L Marks ",NA,"8/12/1971 "
440109,"Mike Dekneef","2B","Michael B Dekneef ",NA,"8/24/1969 "
440110,"Timothy Smith","P","Timothy J Smith ",NA,"8/9/1968 "
440111,"Donald Blair","P","Donald R Blair ",NA,"10/19/1971 "
440112,"Michael Carter","OF","Michael H Carter ",NA,"5/5/1969 "
440113,"Mark Stephens","P","Mark James Stephens ",NA,"10/12/1968 in Greenville, MI "
440114,"Steven Sigloch","IF","Steven M Sigloch ",NA,"1/28/1968 "
440115,"Orlando Barrios","CF","Orlando L Barrios ",NA,"5/14/1969 "
440116,"Vincent Castaldo","3B","Vincent P Castaldo ",NA,"7/19/1967 "
440117,"Philip Scott","SS","Philip S Scott ",NA,"9/6/1968 "
440118,"Eric Corbell","P","Eric X Corbell ",NA,"8/7/1968 "
440119,"Gregory Kobza","C","Gregory J Kobza ",NA,"12/26/1967 "
440120,"John Walker","OF","John Robert Walker ",NA,"11/18/1968 in San Antonio, TX "
440121,"David Tollison","2B","David L Tollison ",NA,"5/7/1969 "
440122,"Javier Hernandez","P","Javier Hernandez ",NA,"6/20/1969 "
440123,"Trent Mongero","IF","Trent R Mongero ",NA,"9/14/1967 "
440124,"Evan Krasik","C","Evan I Krasik ",NA,"4/24/1989 "
440125,"Don Vesling","P","Donald S Vesling ",NA,"3/5/1966 "
440126,"Mike Erb","P","Michael W Erb ",NA,"3/19/1966 "
440127,"Dave Lynch","P","David A Lynch ",NA,"10/7/1965 "
440128,"Joe Pomierski","OF","Joseph J Pomierski ",NA,"4/15/1974 "
440129,"Chad Roper","P","Chad T Roper ",NA,"3/29/1974 "
440130,"Nathan Rasmussen","1B","Nathan C Rasmussen ",NA,"10/19/1974 "
440131,"Jason Hackett","P","Jason O Hackett ",NA,"3/10/1975 "
440132,"Victor Rodriguez","P","Victor Rodriguez ",NA,"8/31/1973 "
440133,"Jeff Ramos","C","Jeff C Ramos ",NA,"4/14/1975 "
440134,"Will Fitzpatrick","1B","William V Fitzpatrick ",NA,"11/17/1970 "
440135,"Jason Evenhus","P","Jason A Evenhus ",NA,"9/30/1970 "
440136,"Edgar Orta","P","Edgar Orta ",NA,"1/1/1973 "
440137,"Pedro Carranza","3B","Pedro Carranza ",NA,"9/29/1971 "
440138,"Barry Woods","P","Barry J Woods ",NA,"7/13/1970 "
440139,"Mark Graham","P","Mark Graham ",NA,"12/2/1969 "
440140,"Obed Martinez","OF","Obed R Martinez ",NA,"7/19/1975 "
440141,"Robby Welles","3B","Robert L Welles ",NA,"8/17/1972 "
440142,"Carl South","P","Carl D South ",NA,"4/14/1975 "
440143,"Jeffrey Mitchell","P","Jeffrey S Mitchell ",NA,"4/3/1972 "
440144,"William Hobert","OF","William J Hobert ",NA,"1/8/1971 "
440145,"Ronald Rantz","P","Ronald A Rantz ",NA,"5/23/1972 "
440146,"Tony Moeder","1B","Tony J Moeder ",NA,"7/14/1971 "
440147,"David Berry","C","David J Berry ",NA,"10/11/1970 "
440148,"Selwyn Langaigne","OF","Selwyn A Langaigne ",NA,"3/22/1976 in Caracas, Venezuela "
440149,"Jerald Van Rheen","C","Jerald R Van Rheen ",NA,"4/18/1970 "
440150,"Edwin Corps","P","Edwin Corps ",NA,"11/3/1972 "
440151,"Jason Hart","P","Jason M Hart ",NA,"11/14/1971 "
440152,"Jonathan Declue","P","Jonathan R Declue ",NA,"9/17/1970 "
440153,"Angel Navarro","OF","Angel M Navarro ",NA,"1/27/1975 "
440154,"Stoney Burke","C","Stoney D Burke ",NA,"3/27/1971 "
440155,"Gregg Rinaldi","P","Gregg Rinaldi ",NA,"1/31/1973 "
440156,"Jonathan Geist","SS","Jonathan D Geist ",NA,"7/19/1970 "
440157,"Barry Goldman","P","Barry Goldman ",NA,"8/24/1969 "
440158,"Jeffrey Davenport","C","Jeffrey R Davenport ",NA,"12/21/1970 "
440159,"Michael Vallarelli","C","Michael K Vallarelli ",NA,"5/8/1972 "
440160,"Samuel Bass","OF","Samuel J Bass ",NA,"6/2/1976 "
440161,"Donald Quigley","P","Donald J Quigley ",NA,"11/17/1974 "
440162,"Chad Green","OF","Chad E Green ",NA,"6/28/1975 in Dunkirk, NY "
440163,"Kevin Culmo","P","Kevin F Culmo ",NA,"11/13/1974 "
440164,"Kristopher Didion","3B","Kristopher J Didion ",NA,"12/23/1975 "
440165,"Thomas Buchman","C","Thomas L Buchman ",NA,"12/4/1974 "
440166,"Brian Foulks","OF","Brian T Foulks ",NA,"12/26/1973 "
440167,"Randy Crane","P","Randy M Crane ",NA,"7/4/1975 "
440168,"Byron Tribe","P","Byron L Tribe ",NA,"3/21/1975 "
440170,"Richie Nye","P","Richie A Nye ",NA,"2/19/1975 "
440171,"Keith Lewis","2B","Keith S Lewis ",NA,"7/30/1974 "
440172,"Brian Connell","P","Brian B Connell ",NA,"8/4/1977 "
440173,"Brandon Ward","P","Brandon D Ward ",NA,"1/21/1976 "
440174,"Kirk Kinard","SS","Kirk L Kinard ",NA,"3/7/1974 "
440175,"Marc Van Wormer","P","Marc E Van Wormer ",NA,"8/21/1977 "
440176,"Jason Layne","1B","Jason D Layne ",NA,"5/17/1973 "
440177,"James Harp","2B","James S Harp ",NA,"12/11/1973 "
440178,"Aaron Lineweaver","P","Aaron K Lineweaver ",NA,"7/26/1973 "
440179,"Roman Escamilla","C","Roman G Escamilla ",NA,"1/21/1974 "
440180,"Taylor Myers","P","Taylor M Myers ",NA,"11/8/1977 "
440181,"Michael Hannah","P","Michael N Hannah ",NA,"4/1/1975 "
440182,"Matthew Kramer","P","Matthew A Kramer ",NA,"4/4/1976 "
440183,"Blaine Phillips","C","Blaine R Phillips ",NA,"6/28/1973 "
