"yahooid","name","position","full_name","nickname","dob"
287,"Bucky Dent","Kansas City",NA,NA,"1951-11-25"
2303,"Mike Torrez","NY Mets",NA,NA,"1946-08-28"
4616,"David Howard","SS",NA,NA,"1967-02-26"
4617,"Chuck Knoblauch","LF",NA,NA,"1968-07-07"
4618,"Kirk Dressendorfer","SP",NA,NA,"1969-04-08"
4620,"Tony Scruggs","Seattle",NA,NA,"1966-03-19"
4621,"Mike Timlin","RP",NA,NA,"1966-03-10"
6669,"Wilfredo Rodriguez","RP",NA,NA,"1979-03-20"
2307,"Jerry Ujdur","Cleveland",NA,NA,"1957-03-05"
4624,"Erik Pappas","Kansas City",NA,NA,"1966-04-25"
4625,"Heathcliff Slocumb","RP",NA,NA,"1966-06-07"
6671,"Geoff Goetz","RP",NA,NA,"1979-04-03"
2308,"John Verhoeven","Minnesota",NA,NA,"1952-07-03"
4626,"Jeff Bagwell","1B",NA,NA,"1968-05-27"
2309,"Bob Veselic","Minnesota",NA,NA,"1955-09-27"
4628,"Doug Simons","RP",NA,NA,"1966-09-15"
9249,"Allen Webster","SP",NA,NA,"1990-02-10"
3336,"Mark Bailey","C",NA,NA,"1961-11-04"
4629,"Pete Schourek","RP",NA,NA,"1969-05-10"
9237,"Josh Rutledge","2B",NA,NA,"1989-04-21"
3333,"John Gibbons","Philadelphia",NA,NA,"1962-06-08"
6677,"Mike Schultz","RP",NA,NA,"1979-11-28"
2311,"Dave Wehrmeister","Chi White Sox",NA,NA,"1952-11-09"
4632,"John Briscoe","RP",NA,NA,"1967-09-22"
6679,"Josh Hamilton","LF",NA,NA,"1981-05-21"
2312,"Len Whitehouse","Minnesota",NA,NA,"1957-09-10"
4634,"Chris Jones","RF",NA,NA,"1965-12-16"
6681,"Brandon Inge","3B",NA,NA,"1977-05-19"
2313,"Milt Wilcox","Seattle",NA,NA,"1950-04-20"
4636,"Mark Lewis","3B",NA,NA,"1969-11-30"
6683,"Scott Stewart","RP",NA,NA,"1975-08-14"
2314,"Al Williams","Minnesota",NA,NA,"1954-05-06"
4638,"Ray Giannelli","1B",NA,NA,"1966-02-05"
3852,"Mark Davidson","Houston",NA,NA,"1961-02-15"
4639,"Jeff Fassero","RP",NA,NA,"1963-01-05"
6685,"Ryan Freel","3B",NA,NA,"1976-03-08"
2315,"Mike Willis","Detroit",NA,NA,"1950-12-26"
4640,"Chris Donnels","3B",NA,NA,"1966-04-21"
4642,"Jim Hunter","Milwaukee",NA,NA,"1964-06-22"
4644,"Kevin Ward","LF",NA,NA,"1961-09-28"
4645,"Bruce Walton","Colorado",NA,NA,"1962-12-25"
6693,"Jack Wilson","SS",NA,NA,"1977-12-29"
289,"Bo Diaz","Cincinnati",NA,NA,"1953-03-23"
2319,"Jerry Koosman","Philadelphia",NA,NA,"1942-12-23"
4648,"Pat Rice","Seattle",NA,NA,"1963-11-02"
4649,"Reggie Jefferson","1B",NA,NA,"1968-09-25"
4650,"Pat Kelly","2B",NA,NA,"1967-10-14"
4652,"Matias Carrillo","RF",NA,NA,"1963-02-24"
4653,"Jose Mota","2B",NA,NA,"1965-03-16"
4656,"Ramon Garcia","RP",NA,NA,"1969-12-09"
9305,"Rob Scahill","RP",NA,NA,"1987-02-15"
3350,"Alvin Davis","1B",NA,NA,"1960-09-09"
4657,"Warren Newson","LF",NA,NA,"1964-07-03"
4658,"Mike Dalton","Pittsburgh",NA,NA,"1963-03-27"
2325,"Mike Bacsik","Minnesota",NA,NA,"1952-04-01"
4660,"Brian Hunter","1B",NA,NA,"1968-03-04"
6707,"Travis Phelps","RP",NA,NA,"1977-07-25"
2326,"Jim Barr","San Francisco",NA,NA,"1948-02-10"
4662,"Ruben Amaro","LF",NA,NA,"1965-02-12"
6709,"Jorge Julio","RP",NA,NA,"1979-03-03"
2327,"Dan Boitano","Texas",NA,NA,"1953-03-22"
4664,"Rick Wilkins","C",NA,NA,"1967-06-04"
4665,"Johnny Guzman","RP",NA,NA,"1971-01-21"
4666,"Dan Gakeler","RP",NA,NA,"1964-05-01"
2329,"Steve Busby","Kansas City",NA,NA,"1949-09-29"
4668,"Andy Ashby","SP",NA,NA,"1967-07-11"
9329,"Michael Wacha","SP",NA,NA,"1991-07-01"
3356,"Pete Dalena","Cleveland",NA,NA,"1960-06-26"
4669,"Mark Grater","RP",NA,NA,"1964-01-19"
9313,"Rafael Ortega","CF",NA,NA,"1991-05-15"
3352,"Clay Christiansen","NY Yankees",NA,NA,"1958-06-28"
4670,"Doug Piatt","Kansas City",NA,NA,"1965-09-26"
4672,"Calvin Jones","RP",NA,NA,"1963-09-26"
4673,"Mike Remlinger","RP",NA,NA,"1966-03-23"
3871,"Dave Cochrane","C",NA,NA,"1963-01-31"
4677,"Carlos Rodriguez","2B",NA,NA,"1967-11-01"
6723,"Brian Reith","RP",NA,NA,"1978-02-28"
2334,"Don Collins","Cleveland",NA,NA,"1952-09-15"
4678,"Chris Haney","RP",NA,NA,"1968-11-16"
6725,"Rob Mackowiak","LF",NA,NA,"1976-06-20"
2335,"Nardi Contreras","Chi White Sox",NA,NA,"1951-09-19"
4680,"Ivan Rodriguez","C",NA,NA,"1971-11-30"
6727,"Ken Vining","RP",NA,NA,"1974-12-05"
2336,"Victor Cruz","Texas",NA,NA,"1957-12-24"
4682,"Wayne Rosenthal","RP",NA,NA,"1965-02-19"
2337,"Jim Dorsey","Boston",NA,NA,"1955-08-02"
4684,"Frank Castillo","RP",NA,NA,"1969-04-01"
4685,"Mo Vaughn","1B",NA,NA,"1967-12-15"
4686,"Derek Bell","RF",NA,NA,"1968-12-11"
4687,"Mark Davis","LA Angels",NA,NA,"1964-11-25"
6733,"Endy Chávez","RF",NA,NA,"1978-02-07"
2339,"Bob Ferris","LA Angels",NA,NA,"1955-05-07"
4688,"Amalio Carreno","Baltimore",NA,NA,"1964-04-11"
4689,"Jarvis Brown","CF",NA,NA,"1967-03-26"
6735,"Brian Fuentes","RP",NA,NA,"1975-08-09"
2340,"Mark Fidrych","Detroit",NA,NA,"1954-08-14"
4690,"Laddie Renfroe","Chi Cubs",NA,NA,"1962-05-09"
6737,"Brandon Knight","SP",NA,NA,"1975-10-01"
2341,"John Flinn","Baltimore",NA,NA,"1954-09-02"
4692,"Tim Mauser","RP",NA,NA,"1966-10-04"
4698,"Doug Henry","RP",NA,NA,"1963-12-10"
4701,"John Wehner","1B",NA,NA,"1967-06-29"
6747,"Jose Acevedo","RP",NA,NA,"1977-12-18"
2346,"Fred Holdsworth","Milwaukee",NA,NA,"1952-05-29"
4702,"Keith Mitchell","LF",NA,NA,"1969-08-06"
6749,"Troy Mattes","SP",NA,NA,"1975-08-26"
2347,"Don Kainer","Texas",NA,NA,"1955-09-03"
4704,"Chris Beasley","LA Angels",NA,NA,"1962-06-23"
4705,"Ryan Bowen","SP",NA,NA,"1968-02-10"
4706,"Jeff Banister","C",NA,NA,"1965-01-15"
4708,"John Kiely","RP",NA,NA,"1964-10-04"
4709,"Denny Neagle","SP",NA,NA,"1968-09-13"
6757,"Luis Figueroa","2B",NA,NA,"1974-02-16"
293,"Miguel Dilone","San Diego",NA,NA,"1954-11-01"
2351,"Ken Kravec","Chi Cubs",NA,NA,"1951-07-29"
4712,"Mike Humphreys","LF",NA,NA,"1967-04-10"
4713,"Paul Miller","SP",NA,NA,"1965-04-27"
4714,"Stacy Jones","RP",NA,NA,"1967-05-26"
4716,"Willie Banks","RP",NA,NA,"1969-02-27"
4718,"David Weathers","RP",NA,NA,"1969-09-25"
6765,"Grant Balfour","RP",NA,NA,"1977-12-30"
2355,"Keith MacWhorter","Boston",NA,NA,"1955-12-30"
4720,"Scott Brosius","3B",NA,NA,"1966-08-15"
4722,"Tony Eusebio","C",NA,NA,"1967-04-27"
6769,"Ryan Drese","SP",NA,NA,"1976-04-05"
2357,"Paul Mitchell","Milwaukee",NA,NA,"1949-08-19"
4724,"Dave Fleming","RP",NA,NA,"1969-11-07"
6771,"Gary Knotts","SP",NA,NA,"1977-02-12"
2358,"John Montague","LA Angels",NA,NA,"1947-09-12"
4726,"Chris Cron","1B",NA,NA,"1964-03-31"
6773,"Craig Monroe","RF",NA,NA,"1977-02-27"
2359,"Balor Moore","Toronto",NA,NA,"1951-01-25"
4728,"Jose Hernandez","SS",NA,NA,"1969-07-14"
9449,"Chaz Roe","RP",NA,NA,"1986-10-09"
3386,"LaSchelle Tarver","Boston",NA,NA,"1959-01-30"
4729,"Jim Lewis","Baltimore",NA,NA,"1964-07-20"
6775,"Brandon Lyon","RP",NA,NA,"1979-08-10"
2360,"Marty Pattin","Kansas City",NA,NA,"1943-04-06"
4730,"Hector Fajardo","RP",NA,NA,"1970-11-16"
4732,"Mike Ignasiak","RP",NA,NA,"1966-03-12"
9457,"Brandon Workman","SP",NA,NA,"1988-08-13"
3388,"Herm Winningham","LF",NA,NA,"1961-12-01"
4733,"Rheal Cormier","RP",NA,NA,"1967-04-23"
6781,"Jeremy Fikac","RP",NA,NA,"1975-04-08"
2363,"Dave Rajsich","Texas",NA,NA,"1951-09-28"
4736,"Arthur Rhodes","RP",NA,NA,"1969-10-24"
9465,"Henry Urrutia","RF",NA,NA,"1987-02-13"
3390,"Jeff Barkley","Cleveland",NA,NA,"1959-11-21"
4737,"Reggie Sanders","RF",NA,NA,"1967-12-01"
6783,"Juan Cruz","RP",NA,NA,"1978-10-15"
2364,"Win Remmerswaal","Boston",NA,NA,"1954-03-08"
4738,"Steve Foster","San Francisco",NA,NA,"1966-08-16"
9473,"André Rienzo","RP",NA,NA,"1988-07-05"
3392,"Steve Farr","RP",NA,NA,"1956-12-12"
4741,"Andy Mota","Houston",NA,NA,"1966-03-04"
6787,"Mark Prior","SP",NA,NA,"1980-09-07"
2366,"Randy Scarbery","Chi White Sox",NA,NA,"1952-06-22"
4742,"Eddie Zosky","3B",NA,NA,"1968-02-10"
6789,"Dustan Mohr","LF",NA,NA,"1976-06-19"
2367,"Ken Schrom","Cleveland",NA,NA,"1954-11-23"
4744,"Pat Hentgen","SP",NA,NA,"1968-11-13"
4745,"Vince Horsman","RP",NA,NA,"1967-03-09"
4746,"Vinny Castilla","3B",NA,NA,"1967-07-04"
4748,"Eric Karros","1B",NA,NA,"1967-11-04"
4749,"Barry Manuel","RP",NA,NA,"1965-08-12"
6795,"Yorvit Torrealba","C",NA,NA,"1978-07-19"
2370,"Mark Souza","Oakland",NA,NA,"1954-02-01"
4750,"Donald Harris","CF",NA,NA,"1967-11-12"
6797,"Eric Knott","RP",NA,NA,"1974-09-23"
2371,"Luis Tiant","LA Angels",NA,NA,"1940-11-23"
4752,"Cliff Brantley","RP",NA,NA,"1968-04-12"
4753,"Tom Drees","Seattle",NA,NA,"1963-06-17"
6799,"Corky Miller","C",NA,NA,"1976-03-18"
2372,"Jeff Twitty","Kansas City",NA,NA,"1957-11-10"
9412,"Ed Lucas","2B",NA,NA,"1982-05-21"
147,"George Brett","PH",NA,NA,"1953-05-15"
4754,"Esteban Beltre","3B",NA,NA,"1967-12-26"
6801,"Chris Wakeland","RF",NA,NA,"1974-06-15"
2373,"Pat Underwood","Detroit",NA,NA,"1957-02-09"
4756,"Kyle Abbott","RP",NA,NA,"1968-02-18"
4757,"Yorkis Perez","RP",NA,NA,"1967-09-30"
4758,"Jeff Gardner","Washington",NA,NA,"1964-02-04"
6805,"Juan Rivera","LF",NA,NA,"1978-07-03"
2375,"Gary Wheelock","Seattle",NA,NA,"1951-11-29"
4760,"Joel Johnston","RP",NA,NA,"1967-03-08"
4761,"Ted Wood","LF",NA,NA,"1967-01-04"
6807,"Jason Middlebrook","RP",NA,NA,"1975-06-26"
2376,"Sandy Wihtol","Cleveland",NA,NA,"1955-06-01"
4762,"Jim Thome","1B",NA,NA,"1970-08-27"
9517,"Marcus Semien","SS",NA,NA,"1990-09-17"
3403,"Dwight Taylor","Kansas City",NA,NA,"1960-03-24"
4763,"Rico Rossy","3B",NA,NA,"1964-02-16"
9521,"Ehire Adrianza","2B",NA,NA,"1989-08-21"
3404,"Brian Fisher","SP",NA,NA,"1962-03-18"
4765,"Jeff Tackett","C",NA,NA,"1965-12-01"
6811,"Wilson Betemit","3B",NA,NA,"1981-11-02"
2378,"Rich Wortham","Oakland",NA,NA,"1953-10-22"
4766,"Jorge Pedre","C",NA,NA,"1966-10-12"
3916,"Chris James","LF",NA,NA,"1962-10-04"
4767,"Archie Corbin","RP",NA,NA,"1967-12-30"
6813,"Geronimo Gil","C",NA,NA,"1975-08-07"
2379,"Jack Billingham","Boston",NA,NA,"1943-02-21"
4768,"Stu Cole","Colorado",NA,NA,"1966-02-07"
3917,"Rich Renteria","3B",NA,NA,"1961-12-25"
9477,"Cody Asche","LF",NA,NA,"1990-06-30"
53,"Randy Bass","Texas",NA,NA,"1954-03-13"
9529,"Juan Centeno","C",NA,NA,"1989-11-16"
3406,"Milt Thompson","LF",NA,NA,"1959-01-05"
4769,"Bobby Moore","Kansas City",NA,NA,"1965-10-27"
4770,"Rob Maurer","1B",NA,NA,"1967-01-07"
6817,"Angel Berroa","3B",NA,NA,"1978-01-27"
2381,"Tim Ireland","Kansas City",NA,NA,"1953-03-14"
4772,"Kim Batiste","3B",NA,NA,"1968-03-15"
9537,"Enny Romero","RP",NA,NA,"1991-01-24"
3408,"John Christensen","Minnesota",NA,NA,"1960-09-05"
4773,"Dave Haas","RP",NA,NA,"1965-10-19"
4774,"Shawn Hare","RF",NA,NA,"1967-03-26"
6821,"Andy Abad","1B",NA,NA,"1972-08-25"
2383,"Steve Baker","St. Louis",NA,NA,"1956-08-30"
4776,"Mike Christopher","RP",NA,NA,"1963-11-03"
9545,"Tommy La Stella","2B",NA,NA,"1989-01-31"
3410,"Jim Wilson","Seattle",NA,NA,"1960-12-29"
4777,"Rey Sanchez","2B",NA,NA,"1967-10-05"
4778,"John Vander Wal","RF",NA,NA,"1966-04-29"
9533,"Nick Buss","LF",NA,NA,"1986-12-15"
3407,"Kevin Mitchell","LF",NA,NA,"1962-01-13"
4780,"Chris Gardner","Houston",NA,NA,"1969-03-30"
9553,"Albert Almora","CF",NA,NA,"1994-04-16"
3412,"Dennis Burtt","Minnesota",NA,NA,"1957-11-29"
4781,"Bob Zupcic","Kansas City",NA,NA,"1966-08-18"
6827,"David Espinosa","SS",NA,NA,"1981-12-16"
2386,"Marty Decker","San Diego",NA,NA,"1957-06-07"
4782,"Francisco de la Rosa","NY Yankees",NA,NA,"1966-03-03"
4784,"Garland Kiser","Cleveland",NA,NA,"1968-07-08"
4785,"Tom Kramer","Colorado",NA,NA,"1968-01-09"
4786,"Josias Manzanillo","RP",NA,NA,"1967-10-16"
4788,"Stan Royer","Boston",NA,NA,"1967-08-31"
9569,"Rosell Herrera","SS",NA,NA,"1992-10-16"
3416,"Charlie Mitchell","Boston",NA,NA,"1962-06-24"
4789,"Kenny Lofton","CF",NA,NA,"1967-05-31"
4790,"Jeff Juden","SP",NA,NA,"1971-01-19"
4792,"Gary Cooper","St. Louis",NA,NA,"1964-08-13"
9577,"Mike Foltynewicz","SP",NA,NA,"1991-10-07"
3418,"Mike Rochford","Boston",NA,NA,"1963-03-14"
4793,"Chris Howard","C",NA,NA,"1966-02-27"
4794,"Wayne Housie","Milwaukee",NA,NA,"1965-05-20"
4796,"Cal Eldred","RP",NA,NA,"1967-11-24"
9585,"Julio Urías","SP",NA,NA,"1996-08-12"
3420,"Pat Dodson","Boston",NA,NA,"1959-10-11"
4797,"Chris George","Milwaukee",NA,NA,"1966-09-24"
4798,"Jim Olander","Cincinnati",NA,NA,"1963-02-21"
3932,"Jamie Moyer","SP",NA,NA,"1962-11-18"
4799,"John Ramos","NY Yankees",NA,NA,"1965-08-06"
4800,"Royce Clayton","SS",NA,NA,"1970-01-02"
4801,"Darrin Chapin","RP",NA,NA,"1966-02-01"
4804,"Peter Hoy","RP",NA,NA,"1966-06-29"
9601,"Mason Williams","CF",NA,NA,"1991-08-21"
3424,"Steve Lyons","2B",NA,NA,"1960-06-03"
4805,"Chad Curtis","CF",NA,NA,"1968-11-06"
4806,"John Doherty","RP",NA,NA,"1967-06-11"
4808,"Pat Mahomes","RP",NA,NA,"1970-08-09"
4810,"Ben Rivera","SP",NA,NA,"1968-01-11"
4812,"Butch Henry","SP",NA,NA,"1968-10-07"
3939,"Rick Anderson","Kansas City",NA,NA,"1956-11-29"
4813,"Juan Guerrero","SS",NA,NA,"1967-02-01"
6859,"Pat Strange","RP",NA,NA,"1980-08-23"
2402,"Mike Morgan","RP",NA,NA,"1959-10-08"
4814,"Archi Cianfrocco","1B",NA,NA,"1966-10-06"
9605,"Matt Olson","1B",NA,NA,"1994-03-29"
3425,"Kevin Romine","Boston",NA,NA,"1961-05-23"
4816,"Craig Colbert","C",NA,NA,"1965-02-13"
4817,"Jim McNamara","C",NA,NA,"1965-06-10"
4818,"John Patterson","2B",NA,NA,"1967-02-11"
4820,"John Flaherty","C",NA,NA,"1967-10-21"
4821,"Andy Stankiewicz","2B",NA,NA,"1964-08-10"
4824,"Julio Peguero","CF",NA,NA,"1968-09-07"
4825,"Jeff Branson","2B",NA,NA,"1967-01-26"
4826,"Jeff Kent","2B",NA,NA,"1968-03-07"
4829,"Jeff Nelson","RP",NA,NA,"1966-11-17"
4830,"Hipolito Pichardo","RP",NA,NA,"1969-08-22"
4833,"Jesse Levis","C",NA,NA,"1968-04-14"
4834,"Roger Pavlik","RP",NA,NA,"1967-10-04"
4836,"D.J. Dozier","LF",NA,NA,"1965-09-21"
4837,"Alex Arias","3B",NA,NA,"1967-11-20"
4838,"Bien Figueroa","SS",NA,NA,"1964-02-07"
4840,"Jeff Reboulet","2B",NA,NA,"1964-04-30"
4841,"Steve Scarsone","SS",NA,NA,"1966-04-11"
4842,"Brad Brink","San Francisco",NA,NA,"1965-01-20"
4844,"Dave Nilsson","C",NA,NA,"1969-12-14"
4845,"Eric Hillman","NY Mets",NA,NA,"1966-04-27"
4846,"Jim Bullinger","SP",NA,NA,"1965-08-21"
4848,"Matt Stairs","1B",NA,NA,"1968-02-27"
4849,"Donnie Elliott","RP",NA,NA,"1968-09-20"
4850,"Troy Neel","1B",NA,NA,"1965-09-14"
4852,"Frank Seminara","Baltimore",NA,NA,"1967-05-16"
4854,"J.T. Bruett","Cleveland",NA,NA,"1967-10-08"
3960,"Mike Brewer","Kansas City",NA,NA,"1959-10-24"
4855,"Russ McGinnis","3B",NA,NA,"1963-06-18"
4856,"Pete Young","RP",NA,NA,"1968-03-19"
4858,"Bob Ayrault","RP",NA,NA,"1966-04-27"
4861,"Scooter Tucker","C",NA,NA,"1966-11-18"
4862,"Shawn Jeter","RF",NA,NA,"1966-06-28"
4864,"Tony Menendez","San Francisco",NA,NA,"1965-02-20"
4865,"Kevin Koslofski","CF",NA,NA,"1966-09-24"
4866,"William Pennyfeather","Cincinnati",NA,NA,"1968-05-25"
4868,"Mike Williams","RP",NA,NA,"1968-07-29"
4869,"Jim Pena","RP",NA,NA,"1964-09-17"
4872,"Henry Rodriguez","LF",NA,NA,"1967-11-08"
4873,"Mike Butcher","RP",NA,NA,"1965-05-10"
4874,"Kent Bottenfield","SP",NA,NA,"1968-11-14"
4877,"Jerry Nielsen","RP",NA,NA,"1966-08-05"
4878,"Matt Maysey","RP",NA,NA,"1967-01-08"
4879,"Bill Risley","RP",NA,NA,"1967-05-29"
4880,"Greg Colbrunn","1B",NA,NA,"1969-07-26"
4881,"Jeff Frye","2B",NA,NA,"1966-08-31"
4882,"John Jaha","DH",NA,NA,"1966-05-27"
4884,"Pat Howell","CF",NA,NA,"1968-08-31"
4885,"Kevin Young","1B",NA,NA,"1969-06-16"
4886,"Joe Millette","SS",NA,NA,"1966-08-12"
4888,"Dennis Moeller","RP",NA,NA,"1967-09-15"
4889,"Bob Natal","C",NA,NA,"1965-11-13"
4890,"Kerry Woodson","RP",NA,NA,"1969-05-18"
4892,"Cesar Hernandez","LF",NA,NA,"1966-09-28"
4894,"Paul Quantrill","RP",NA,NA,"1968-11-03"
3980,"Doug Jones","RP",NA,NA,"1957-06-24"
4887,"Richie Lewis","SP",NA,NA,"1966-01-25"
1732,"Larry Bradford","Atlanta",NA,NA,"1949-12-21"
4895,"Wil Cordero","1B",NA,NA,"1971-10-03"
9765,"Carlos Sánchez","2B",NA,NA,"1992-06-29"
3465,"Dwayne Henry","RP",NA,NA,"1962-02-16"
4896,"David Hulse","CF",NA,NA,"1968-02-25"
4897,"Alex Diaz","LF",NA,NA,"1968-10-05"
4898,"Tommy Shields","2B",NA,NA,"1964-08-14"
4900,"Steve Cooke","SP",NA,NA,"1970-01-14"
3983,"Gary Green","SS",NA,NA,"1962-01-14"
4901,"Blas Minor","RP",NA,NA,"1966-03-20"
4904,"Todd Pratt","C",NA,NA,"1967-02-09"
4905,"Eric Young","LF",NA,NA,"1967-05-18"
4906,"Tim Wakefield","SP",NA,NA,"1966-08-02"
4908,"Jack Voigt","1B",NA,NA,"1966-05-17"
4909,"Matt Whiteside","RP",NA,NA,"1967-08-08"
4910,"Shawn Barton","RP",NA,NA,"1963-05-14"
4912,"Rico Brogna","1B",NA,NA,"1970-04-18"
4913,"Damion Easley","2B",NA,NA,"1969-11-11"
4914,"Mike Raczka","RP",NA,NA,"1962-11-16"
4916,"Mike Trombley","RP",NA,NA,"1967-04-14"
4917,"Bret Boone","2B",NA,NA,"1969-04-06"
4918,"Tim Salmon","RF",NA,NA,"1968-08-24"
3992,"Chuck Hensley","San Francisco",NA,NA,"1959-03-11"
9829,"Rafael López","C",NA,NA,"1987-10-02"
3481,"Kelly Gruber","3B",NA,NA,"1962-02-26"
4919,"Bob Wickman","RP",NA,NA,"1969-02-06"
4920,"Todd Revenig","RP",NA,NA,"1969-06-28"
4922,"Steve Reed","RP",NA,NA,"1965-03-11"
4925,"David Nied","RP",NA,NA,"1968-12-22"
4926,"Ken Ryan","RP",NA,NA,"1968-10-24"
4928,"Mike Piazza","PH",NA,NA,"1968-09-04"
4929,"Rafael Bournigal","SS",NA,NA,"1966-05-12"
4930,"Billy Ashley","LF",NA,NA,"1970-07-11"
4932,"Ryan Thompson","LF",NA,NA,"1967-11-04"
4933,"Willie Greene","3B",NA,NA,"1971-09-23"
4936,"Fernando Ramsey","CF",NA,NA,"1965-12-20"
4938,"Kevin Rogers","RP",NA,NA,"1968-08-20"
4002,"Mark Williamson","RP",NA,NA,"1959-07-21"
4939,"Larry Carter","SP",NA,NA,"1965-05-22"
4940,"Bobby Ayala","RP",NA,NA,"1969-07-08"
4941,"Danny Smith","RP",NA,NA,"1969-04-20"
4942,"Hilly Hathaway","SP",NA,NA,"1969-09-12"
4944,"Doug Brocail","RP",NA,NA,"1967-05-16"
4946,"Todd Haney","2B",NA,NA,"1965-07-30"
4948,"Jose Valentin","2B",NA,NA,"1969-10-12"
4949,"Sterling Hitchcock","SP",NA,NA,"1971-04-29"
4952,"Dave Mlicki","SP",NA,NA,"1968-06-08"
4009,"Tracy Woodson","3B",NA,NA,"1962-10-05"
3498,"Mickey Tettleton","PH",NA,NA,"1960-09-16"
4953,"Ryan Klesko","1B",NA,NA,"1971-06-12"
4954,"Rich Scheid","RP",NA,NA,"1965-02-03"
3495,"Steve Kiefer","NY Yankees",NA,NA,"1960-10-18"
4956,"Cris Colon","SS",NA,NA,"1969-01-03"
9905,"Tyler Ladendorf","2B",NA,NA,"1988-03-07"
3500,"Lemmie Miller","LA Dodgers",NA,NA,"1960-06-02"
4957,"Jose Oliva","3B",NA,NA,"1971-03-03"
4960,"Scott Taylor","RP",NA,NA,"1967-08-02"
9913,"Matt Reynolds","2B",NA,NA,"1990-12-03"
3502,"Jeff Cornell","San Francisco",NA,NA,"1957-02-10"
4961,"Bernardo Brito","PH",NA,NA,"1963-12-04"
4962,"Guillermo Velasquez","1B",NA,NA,"1968-04-23"
4964,"Tim Costo","Cleveland",NA,NA,"1969-02-16"
9921,"Brandon Cunniff","RP",NA,NA,"1988-10-07"
3504,"Barbaro Garbey","Texas",NA,NA,"1956-12-04"
4965,"Javy Lopez","C",NA,NA,"1970-11-05"
4966,"Joe Vitko","RP",NA,NA,"1970-02-01"
4968,"Jessie Hollins","RP",NA,NA,"1970-01-27"
4969,"J.T. Snow","1B",NA,NA,"1968-02-26"
4970,"Pat Gomez","RP",NA,NA,"1968-03-17"
4972,"Jeff Bronkey","RP",NA,NA,"1965-09-18"
8031,"Darren Clarke","RP",NA,NA,"1981-03-18"
2988,"Greg Brock","Milwaukee",NA,NA,"1957-06-14"
9937,"Orlando Calixte","SS",NA,NA,"1992-02-03"
3508,"Tony Arnold","Baltimore",NA,NA,"1959-05-03"
4973,"Ty Van Burkleo","Colorado",NA,NA,"1963-10-07"
4974,"Nigel Wilson","LF",NA,NA,"1970-01-12"
4976,"Jose Martinez","Boston",NA,NA,"1971-04-01"
8035,"Jason Miller","RP",NA,NA,"1982-07-20"
2990,"Floyd Chiffer","San Diego",NA,NA,"1956-04-20"
4978,"Billy Brewer","RP",NA,NA,"1968-04-15"
4980,"Sherman Obando","RF",NA,NA,"1970-01-23"
4982,"Frank Bolick","3B",NA,NA,"1966-06-28"
8041,"Eric Hull","RP",NA,NA,"1979-12-03"
2993,"Don Crow","LA Dodgers",NA,NA,"1958-08-18"
4024,"Jeff Robinson","RP",NA,NA,"1961-12-14"
4983,"Scott Pose","RF",NA,NA,"1967-02-11"
4984,"Tim Bogar","SS",NA,NA,"1966-10-28"
8043,"Curtis Thigpen","C",NA,NA,"1983-04-19"
2994,"Ken Dayley","RP",NA,NA,"1959-02-25"
4985,"Mike Draper","RP",NA,NA,"1966-09-14"
4986,"Greg McMichael","RP",NA,NA,"1966-12-01"
4988,"Tyler Green","SP",NA,NA,"1970-02-18"
8047,"Jordan De Jong","RP",NA,NA,"1979-04-12"
2996,"Carlos Diaz","Oakland",NA,NA,"1958-01-07"
9969,"Wilmer Difo","SS",NA,NA,"1992-04-02"
3516,"Tom Klawitter","Minnesota",NA,NA,"1958-06-24"
4989,"Mike Lansing","2B",NA,NA,"1968-04-03"
4992,"Rod Bolton","RP",NA,NA,"1968-09-23"
8051,"Guillermo Rodriguez","C",NA,NA,"1978-05-15"
2998,"Dave Dravecky","San Francisco",NA,NA,"1956-02-14"
4994,"Mike Hampton","SP",NA,NA,"1972-09-09"
4996,"Darrell Sherman","Seattle",NA,NA,"1967-12-04"
8055,"Lee Gronkiewicz","RP",NA,NA,"1978-08-21"
3000,"Alan Fowlkes","Cleveland",NA,NA,"1958-08-08"
4997,"Kerry Taylor","Detroit",NA,NA,"1971-01-25"
4998,"Rene Arocha","RP",NA,NA,"1966-02-24"
5000,"Lou Frazier","CF",NA,NA,"1965-01-26"
10001,"José De Paula","RP",NA,NA,"1988-03-04"
10002,"Daniel Castro","SS",NA,NA,"1992-11-14"
10003,"Mychal Givens","RP",NA,NA,"1990-05-13"
10004,"Cody Anderson","SP",NA,NA,"1990-09-14"
10005,"Adam Morgan","SP",NA,NA,"1990-02-27"
10006,"Danny Burawa","RP",NA,NA,"1988-12-30"
10007,"Nick Rumbelow","RP",NA,NA,"1991-09-06"
10008,"Diego Moreno","RP",NA,NA,"1987-07-21"
10009,"Deven Marrero","2B",NA,NA,"1990-08-25"
10010,"Jonathan Aro","RP",NA,NA,"1990-10-10"
10011,"Matt Boyd","SP",NA,NA,"1991-02-02"
10012,"Deolis Guerra","RP",NA,NA,"1989-04-17"
10013,"Jake Brigham","RP",NA,NA,"1988-02-10"
10015,"Ryan Kelly","RP",NA,NA,"1987-10-30"
10016,"Marcus Hatley","RP",NA,NA,"1988-03-26"
10017,"Taylor Dugas","CF",NA,NA,"1989-12-15"
10018,"Jeff Ferrell","RP",NA,NA,"1990-11-23"
10019,"Ryan Lollis","RF",NA,NA,"1986-12-16"
